Inscription_id,orc_mint_total,ord_amt,mint_id,block_time,block_height,txid,owner
2533758,10000,10000,1,2023-04-30 09:38:19.000 UTC,787619,141c748d561f8558ca7d39bab587a1d2e8524f9047fa25729d04e731e88dd2bc,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533759,20000,10000,2,2023-04-30 09:38:19.000 UTC,787619,ed749f1192a18e5649a9e7a0acf8730a295c567259fcc8b62c54d68ddb40dd0b,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533760,30000,10000,3,2023-04-30 09:38:19.000 UTC,787619,39fe5b855abcf42c9b25f3740a584781ab727dc7893af0d33b49755ce1ef9058,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533761,40000,10000,4,2023-04-30 09:38:19.000 UTC,787619,7f433457b656b127dd9f19106194e486e14b2ba23cef3721c5005915fb6a3c72,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533762,50000,10000,5,2023-04-30 09:38:19.000 UTC,787619,a862427cc7ece9e729df490cdc5b0680569e5ca6fdc310f9a4599f95b09e497b,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533763,60000,10000,6,2023-04-30 09:38:19.000 UTC,787619,3893cd3da1d50a8612172935dafc4ddeda1775ac9c15b79eab290ef11b22ea87,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533764,70000,10000,7,2023-04-30 09:38:19.000 UTC,787619,bade054dada5275385e388fa3551814e30bc1a65e94995fc181d42e480082e8d,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533765,80000,10000,8,2023-04-30 09:38:19.000 UTC,787619,702312e64a209a26446c607901757077271e547307a1411d4153db8dee9e2a91,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533766,90000,10000,9,2023-04-30 09:38:19.000 UTC,787619,828063622fb33de82db3f4d9b62cd7253db2498f110ca6349217aaeca389bde3,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2533767,100000,10000,10,2023-04-30 09:38:19.000 UTC,787619,d5e9a9466e1f44025ec7fd9e5147c386244f2759b9788faddd6029b0e388b5fa,bc1p0tnwgvnsk5eer5npup9tyfvq8hd4wfw5qh2z7c5667k7ur3r0atsjtm3m0
2713734,110000,10000,11,2023-05-01 00:41:33.000 UTC,787715,86793b6e39536172cecb27857e2a6a833cd0a3c7968846df6289e66655210fda,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713735,120000,10000,12,2023-05-01 00:41:33.000 UTC,787715,fe33e25eabde287d6a231e43270f6a783079d9594c50a702185a1ac6de3ff500,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713736,130000,10000,13,2023-05-01 00:41:33.000 UTC,787715,127a356dfe865f3d410b86de5cb37e57577ad5d5cc505ffb5889c72912b23f0a,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713737,140000,10000,14,2023-05-01 00:41:33.000 UTC,787715,2194c042af5de24644c219e57d885b3ae73cdcb9c01712065fd1502b6cb89a2c,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713738,150000,10000,15,2023-05-01 00:41:33.000 UTC,787715,047aa53bcfec04b8c64a488fc268c2490292ec1477e05ccb32d6e0d63143ae3d,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713739,160000,10000,16,2023-05-01 00:41:33.000 UTC,787715,cda9024889046fded0ceeeb547e4b644c439b4e2baffb928f63762bf1e619579,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713740,170000,10000,17,2023-05-01 00:41:33.000 UTC,787715,195e797716c8ae96ab610c9cfda30ccb710eb03272de28a5c65935c8349b5c9c,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713741,180000,10000,18,2023-05-01 00:41:33.000 UTC,787715,306f2bb201b837649da0151b78613d18d70e63574e6857cab1b62f4a356c59c5,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713742,190000,10000,19,2023-05-01 00:41:33.000 UTC,787715,c9a8c0a8adf1ae2a146235f27b655cca29fe473d040706b0f44b72937d7193c5,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713743,200000,10000,20,2023-05-01 00:41:33.000 UTC,787715,c8c8beec1f5ed2a1683ef37fe17670a9c9bbad3cc63831458e55824f8f8fa3e9,bc1p8e75ak9shw209k5z2tva4nh0l78xtm3t8gfl3dd6ar98kj05856sr4f4tp
2713744,210000,10000,21,2023-05-01 00:41:33.000 UTC,787715,ab533daf4c72b2ed51f29490f8c8ef782fce9ab52e4eb73ed02a56e2316678cf,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713745,220000,10000,22,2023-05-01 00:41:33.000 UTC,787715,6667e29629c2af868b8f53d2429ec2596ce6cf7dda8b32edbc7db7229f9bd403,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713746,230000,10000,23,2023-05-01 00:41:33.000 UTC,787715,3f7bff176451d1aa6270da329e71310929718174f21000b5763e802f08379832,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713747,240000,10000,24,2023-05-01 00:41:33.000 UTC,787715,b497fcb1a168bca1c463b1eaa60e98d55fc75e8341c08e012a8835a0c1a6ac38,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713748,250000,10000,25,2023-05-01 00:41:33.000 UTC,787715,484124e3c8cf26d0723186d17571f8dc958ec7736570891809448409c8559f75,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713749,260000,10000,26,2023-05-01 00:41:33.000 UTC,787715,bfe5095ba2a72c31374525b8057e44e6e81bcc8e9268e1b54fe89db285265e83,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713750,270000,10000,27,2023-05-01 00:41:33.000 UTC,787715,ad95a8de837714ff168057c7165af1027a1e5de32d43ae3dd400d05afe42b2aa,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713751,280000,10000,28,2023-05-01 00:41:33.000 UTC,787715,f99b1acbbe9fad60d169af591e4c8549c3a8e66a95f0aaed602523e92ea0d0c5,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713752,290000,10000,29,2023-05-01 00:41:33.000 UTC,787715,94ea48781302bef4fa25903769fa6f79096af6f4c31a40a7c2d3e1121071c0c7,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713753,300000,10000,30,2023-05-01 00:41:33.000 UTC,787715,a5804a1f7ce8a0c5e631e0edf271f3b6fb2fe702d5401e0af6fa26314220d4fd,bc1p229r2cc2jhg9wuu4fqemq3msqd5p4ntny2vulnzwvpvlzkwgdhhq09fw5k
2713754,310000,10000,31,2023-05-01 00:41:33.000 UTC,787715,1986938f0907122dbee0d7e53e682434e40b73ac2c24a09399d2141a1f137149,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713755,320000,10000,32,2023-05-01 00:41:33.000 UTC,787715,46fe5f2a9e2001e3d6ed0a3b87684fdcd6e88a7f073584cede32aaa2c1ed380e,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713756,330000,10000,33,2023-05-01 00:41:33.000 UTC,787715,532160079e353234074651c7a8eb1502ea1aa0a8cdb49962c1c4c417d9b4f123,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713757,340000,10000,34,2023-05-01 00:41:33.000 UTC,787715,4f2da61592fe95b3342c7e2c64a73bcc574cdc3a8e6b573936e4c75c01cd4428,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713758,350000,10000,35,2023-05-01 00:41:33.000 UTC,787715,2f29906b79dc1c6588af599f963888670409e53bd9735b7f3289a3242a3dad32,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713759,360000,10000,36,2023-05-01 00:41:33.000 UTC,787715,056dffcb18fd2f4bdc5ed820182c7ce2199db10c22cc9c558afa5957f09fe56a,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713760,370000,10000,37,2023-05-01 00:41:33.000 UTC,787715,955b7525210ef57058831cdbc7ab8072bc6c012731b1adf65db70eed3ce18496,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713761,380000,10000,38,2023-05-01 00:41:33.000 UTC,787715,5d9883ca7d1c8bc5bd809b5585a2524931f39c2d4993e15e18e5448b3d60f397,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713762,390000,10000,39,2023-05-01 00:41:33.000 UTC,787715,32f5feb75937510ad4f25ec29eacf03170cc77e4f8ed2228d69a21e8aca760f1,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713763,400000,10000,40,2023-05-01 00:41:33.000 UTC,787715,be5afeb3c5bc85b7af25b513fbeb8c703e6d4e9ed37daf185b260ce6231ea6f7,bc1peqk395v6zr9hdlvpv6u22g997qmts8vv6z4gg3wvauzrnmmhmfls63jhvm
2713764,410000,10000,41,2023-05-01 00:41:33.000 UTC,787715,288df5d2e5fc26f0f67dd89225f3336559cb5bc36f3043fbb7026c60ca7e8a7f,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713765,420000,10000,42,2023-05-01 00:41:33.000 UTC,787715,cb9e703370f16f08304e20cb8d15d02d49662d0b27ee11fbcc726b7d307d0111,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713766,430000,10000,43,2023-05-01 00:41:33.000 UTC,787715,2f928647875bae39c3baf343cc89601a6f2047082066160eee4ff2c10e22cc12,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713767,440000,10000,44,2023-05-01 00:41:33.000 UTC,787715,ee969795313753e989ed1ce1b2826d833505c1ea213760b531b8c4395b139a24,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713768,450000,10000,45,2023-05-01 00:41:33.000 UTC,787715,303cbd51e2ded8181d865811f69038b07b97c3ab02d3964f5a792c1f6524ca37,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713769,460000,10000,46,2023-05-01 00:41:33.000 UTC,787715,f4c848bc3f67e5f6d0533da738ad8b0a1874193bff1670e234ca4997d294143e,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713770,470000,10000,47,2023-05-01 00:41:33.000 UTC,787715,7fda667b44e33987d06e1d44630a3c5f727842924c56ecb79fa49c94174b1142,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713771,480000,10000,48,2023-05-01 00:41:33.000 UTC,787715,7270d02758ecfce587fdb0b29a127e4a6ec6baea6e34171d14c2cbad3182af53,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713772,490000,10000,49,2023-05-01 00:41:33.000 UTC,787715,85cb87d7fc925db1a39d1bf0afea3f8f7b199eb95a50bf4bdef1eb1ce20d1294,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
2713773,500000,10000,50,2023-05-01 00:41:33.000 UTC,787715,c8e903a799b008091437d86214e7ddaf1d37b96533b0a408b87dffc002a87ff8,bc1pkv72m7csymnp9zcgpmsfp3vg03uz3ycqzz3ca3rcs8zps32wmdjq3mrdrw
3373593,510000,10000,51,2023-05-03 15:54:55.000 UTC,788106,523d4dd620e4da6d749e83502ea38d6ea83f6427c7b6e04f3d5e770cd14d986e,bc1px3h8y2kq3naqtejarmfznaffytjsaz4pc9d69acjxc9j4jyc3gvspr8vh5
3373594,520000,10000,52,2023-05-03 15:54:55.000 UTC,788106,450d4ea63d2478d5e5bd37efc4ddc8eab8b17e8002d58297fd5f082a152b5808,bc1px3h8y2kq3naqtejarmfznaffytjsaz4pc9d69acjxc9j4jyc3gvspr8vh5
3373595,530000,10000,53,2023-05-03 15:54:55.000 UTC,788106,4a6b01421e895dda88ed10fa0dfba5557d10f9a123367bcfcbac3bf86a6b077e,bc1px3h8y2kq3naqtejarmfznaffytjsaz4pc9d69acjxc9j4jyc3gvspr8vh5
3373596,540000,10000,54,2023-05-03 15:54:55.000 UTC,788106,e4cac9d6c1290b978fcb7779f66a287c578443cb56ea6462dfc19290058566b7,bc1px3h8y2kq3naqtejarmfznaffytjsaz4pc9d69acjxc9j4jyc3gvspr8vh5
3373597,550000,10000,55,2023-05-03 15:54:55.000 UTC,788106,330740315038d3be5754d4d6c868ec52f359e8589a69016d69dafd8e07e00cdb,bc1px3h8y2kq3naqtejarmfznaffytjsaz4pc9d69acjxc9j4jyc3gvspr8vh5
3374050,560000,10000,56,2023-05-03 16:25:48.000 UTC,788109,eaf5511d84d39928e4ebe530a3131175af45b4dbe360fef0a90aa1c0954b2f18,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374053,570000,10000,57,2023-05-03 16:25:48.000 UTC,788109,2d78f4ac5110da0de68cd8ddfa6ab479567c0802a5dc645ecaa957389a7a97e3,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374066,580000,10000,58,2023-05-03 16:25:48.000 UTC,788109,9bd03a4e9064e37a508c16e6e37a6b92e42722d8acc5a15af673ecf97c75d60b,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374069,590000,10000,59,2023-05-03 16:25:48.000 UTC,788109,c304abd77ea562b72eb3f0b6d7e6783fef49125e0faea40b90706cf073971e18,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374070,600000,10000,60,2023-05-03 16:25:48.000 UTC,788109,166ce6048a4f664b8b6e91899eda94c94db38e3dbe01d84af48bf260e35bfc2b,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374099,610000,10000,61,2023-05-03 16:25:48.000 UTC,788109,1c913f372d1d4c29bed5c12f842119ac7a87318b71d4839ac42f5ffcc3a5d65a,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374103,620000,10000,62,2023-05-03 16:26:00.000 UTC,788110,e68ddb502723092d5f2204d8cd3ac69c8d3275bd0641c7c2d61b86c0a1d3b3e6,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374113,630000,10000,63,2023-05-03 16:26:00.000 UTC,788110,c3221b720fc8d6a690c28cd7e15fd3c1352b9aee63f647dd25fb1e504ef3945a,bc1puvnzh25alq7fhmaggc3vkqjruu6y7xcc393qqcm90lke6pz69gwq0869kk
3374258,640000,10000,64,2023-05-03 16:26:00.000 UTC,788110,6d9f55a460609d218480e91a506b2561ead240ba6db396c5681e6b23d4d2a649,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374261,650000,10000,65,2023-05-03 16:26:00.000 UTC,788110,f1832782a0feec5c7caaef25fd0e3f8ee1eeb61ced589a8f4699df6082a84529,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374262,660000,10000,66,2023-05-03 16:26:00.000 UTC,788110,f60a88f21424becbda5e50aaffdc7e6ff4a823e25126618e4570c2f8daadbb08,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374338,670000,10000,67,2023-05-03 16:26:00.000 UTC,788110,ca787c0aa9aa364e98dfe360a7c690d4772db0d1be628fa419316a03b6bd5253,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374406,680000,10000,68,2023-05-03 16:26:00.000 UTC,788110,a572b9549759c548738992f641e277f1db390a4535da03b6c556c222618e4dc3,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374458,690000,10000,69,2023-05-03 16:26:00.000 UTC,788110,74342485c69e1e9b488bd93ad42ff29adb90ec5f65661c75c4e5d922443dee20,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374463,700000,10000,70,2023-05-03 16:26:00.000 UTC,788110,69ab52e6b660a1241e024d70aa1700b07e3b32bb8350f188b317be1b906d0e2f,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374477,710000,10000,71,2023-05-03 16:26:00.000 UTC,788110,98b045976fea70efd6c6d6706d3f3686271e1a79aed5bbd6dd114fa3d438c469,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374483,720000,10000,72,2023-05-03 16:26:00.000 UTC,788110,05e7995ea60f49e52eff9c636977b3f09e754e420d0594752d8b1b647bbaf685,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374547,730000,10000,73,2023-05-03 16:26:00.000 UTC,788110,dc1de4a9a1c0e3814b07bf94f390d12a107edef9187d32eaca30196bcd694a11,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374548,740000,10000,74,2023-05-03 16:26:00.000 UTC,788110,4f19095c35a9fb61f85852d68006da3f3c9a819c06f7e6fddbfc7fc5fef4c566,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374550,750000,10000,75,2023-05-03 16:26:00.000 UTC,788110,234ef6c888e651824502427c37a62a4063bad47ab73f12282aa6108874bb10e3,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374551,760000,10000,76,2023-05-03 16:26:00.000 UTC,788110,df692e4722ba59ae59a0169342e74a823af690977fd31acddb312e02e00fbde8,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374559,770000,10000,77,2023-05-03 16:26:00.000 UTC,788110,e7752f30d82354090ab3c72c4896975e8def43257e418ffd4a621cc190c726b4,bc1p2gwkgghpst7dtsh8hhdt2czr64rygxsyupexv3nkhxcea2je7rxqfjfsx9
3374566,780000,10000,78,2023-05-03 16:34:37.000 UTC,788111,87f92e756014774e053c0c4fc4cada9dc5fc115af534c1d54458337f3be5312c,bc1plmwu0lx7keg2arn76npygm4pcwp8cgk8qqju76m2s8v9dah2varq5v8yfm
3374568,790000,10000,79,2023-05-03 16:34:37.000 UTC,788111,6649bb499b786150a1628f032804ce151d83940c4b60e3287bfbd74f81666b6f,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374569,800000,10000,80,2023-05-03 16:34:37.000 UTC,788111,8c5330426789d4d0ba30979d90037898e3946adfdeb21289025e51ae579a2610,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374570,810000,10000,81,2023-05-03 16:34:37.000 UTC,788111,436123d05eea1e97c5fef38e644eb42654c0fcc019ac427c60bf1d7210e48716,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374571,820000,10000,82,2023-05-03 16:34:37.000 UTC,788111,c2adc9e9cf137233bd697fc33b38138aec27e8ae43fa85ae2b3891f0c5c18a23,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374572,830000,10000,83,2023-05-03 16:34:37.000 UTC,788111,c34f693d93fb7c87132735c145fe6aa116e68b9d76f6a83afeddaabf74104824,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374573,840000,10000,84,2023-05-03 16:34:37.000 UTC,788111,c8326d52705dc11897c088a402cf9ef336048960caff5dff1f48917dd3bf0953,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374574,850000,10000,85,2023-05-03 16:34:37.000 UTC,788111,44ca36e005f932c89b64cc16007ca9b9856fa779b0f4de4cd2ec2a4ba96f8e5d,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374575,860000,10000,86,2023-05-03 16:34:37.000 UTC,788111,756307acb436a6cb964ce10c22db70d9473fad61e20879e8afcccfc3a4824a80,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374576,870000,10000,87,2023-05-03 16:34:37.000 UTC,788111,b489dc3cfa0249e07f6e5cfda1fc992885fcc23eba528c80502521fcf8236992,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374577,880000,10000,88,2023-05-03 16:34:37.000 UTC,788111,1dcc32127581143118c16c25f208bd5238791779f4e949024ac4de9b6ca7ceac,bc1p5ha4tmn3t9x9ck8c3k4fvkjtjz4nh9zdpdmfvmwmhad63drxp5rstqrrew
3374578,890000,10000,89,2023-05-03 16:34:37.000 UTC,788111,900f66d4431d823e77deb9bab9220396f0058fc240d9cc3e97a3119886f19a3d,bc1p8mkvacdan5xh8jpfwmmeec7lxh2xqduggwmsthrutkd0v6rt2q0sxju4j3
3374580,892100,2100,90,2023-05-03 16:34:37.000 UTC,788111,52dc1d039520b1df749647eda265f011cb3fb861f62fa61a10ad583ec134c337,bc1p8qjsgeg92juqwj8vuppg0swp5ze3x9umywryxknc826waat28a9sp9p5x7
3374581,902100,10000,91,2023-05-03 16:34:37.000 UTC,788111,86b342ccfc7ef0227ffcc23a8aa44cc1d26912945ddf1e73f445cc62ee1ae6e0,bc1p6v7r24gpj7d3atn7x2fty8d55ge0plk06u9u58ed2nl3g2w4rvaqss73qe
3374583,904200,2100,92,2023-05-03 16:34:37.000 UTC,788111,1191749c7961614bf731c96024e32ab81882b09b5af954f447aa77dba90fb8a2,bc1qvgm4ae49cktgpm33p0pr3s3ln7j203xu9z59t7
3374584,914200,10000,93,2023-05-03 16:34:37.000 UTC,788111,d400beadb47ce44e1d8d852d7a33e596b6f13b122f5296430b57d1b7b83f0a0f,1L8VQDRujCsEujudsmiGHppuYEtBL3JPFD
3374589,924200,10000,94,2023-05-03 16:34:37.000 UTC,788111,8055ecb69c6b3bbab166580148191061ff3aa982bb7fc4089daf620300dc5504,bc1pgfnrydslvv9vdzp5xss9h8etjtm06ae0j0ma2a7g3qjs25usc69ss62rzz
3374601,934200,10000,95,2023-05-03 16:34:37.000 UTC,788111,7c94ae0eb31ab22e23a0a3514a0a7af81ea784797b3727602cb95e1f62bd1356,bc1qt0g9zwvvpr5xvm5dnpzrdr7wvcwccea83r5z82
3374605,944200,10000,96,2023-05-03 16:34:37.000 UTC,788111,a0597b5722f0958a8f06075fc461bd061ed8ed1d2dfd116031981d0a4c12fb68,bc1ptwd6dwkkf6f8yq32gvpx4aggnnfu3vwvjgdpf50gwl5k5wjz3hmsjh0679
3374610,954200,10000,97,2023-05-03 16:34:37.000 UTC,788111,7d3e8b0ff213c7964d3eb8601984f875f18ecbd44db386b1067d943dce2a288c,bc1pkt7hfh0j607y3a5zhz9rk6vm4s3s8mzdnxvpvj6nga0e4wkuvhusd86rnw
3374623,964200,10000,98,2023-05-03 16:34:37.000 UTC,788111,a5909b192305d047137d353e54bbf54c686de582a46acaf93d6e2563214243c4,bc1ptwd6dwkkf6f8yq32gvpx4aggnnfu3vwvjgdpf50gwl5k5wjz3hmsjh0679
3374632,974200,10000,99,2023-05-03 16:34:37.000 UTC,788111,4de21ed241921c0e59ed4b17ec6fb77128c6298474f9a06733298d047c784cdb,bc1pgfnrydslvv9vdzp5xss9h8etjtm06ae0j0ma2a7g3qjs25usc69ss62rzz
3374638,984200,10000,100,2023-05-03 16:34:37.000 UTC,788111,78fe03ce7a8d2a0a37ad834011a6248258a8133cfc427e089d0962b2d0437bf7,bc1pcfcyqrc6teqcg9tet6wes8aqvvmapz9s0znmmzdq3lcg5j5wdx8sdustvc
3374674,994200,10000,101,2023-05-03 16:34:37.000 UTC,788111,182b93629af058f64b448ac91bcf77406054d297a87364573c9cd346a7768333,bc1pcz7ls0458pqrkmjqepq0whntt73hws5kl7y97jtpsl2w6ak0hzasmeyg69
3374681,996300,2100,102,2023-05-03 16:34:37.000 UTC,788111,e325a98b3f509c1420dbc5426016c2a3b13d82d7db799b81bee43a6e395cdbcb,19NN5fU2xfZEd7una1yXWVyp1bqPnRJLD2
3374682,998400,2100,103,2023-05-03 16:34:37.000 UTC,788111,25c27d97a2ab2ecb0133cfe2bc0eb5f0dced57af95a2bf0d28b56bd2bbe5ba08,bc1pzkxg7lyy7vtrxp2fa0vkgzstayzz239n4408dc9qchjmmmdy224s6lzwfq
3374684,1000500,2100,104,2023-05-03 16:34:37.000 UTC,788111,0c7d927e62892d903078ab65086f694b3e8a29506b5436351e4eba630b021618,bc1pzkxg7lyy7vtrxp2fa0vkgzstayzz239n4408dc9qchjmmmdy224s6lzwfq
3374685,1002600,2100,105,2023-05-03 16:34:37.000 UTC,788111,86505c0c6968ec7583b0f96f25f331b1d5844e20b2a490cc24cec253a41a5f21,bc1pzkxg7lyy7vtrxp2fa0vkgzstayzz239n4408dc9qchjmmmdy224s6lzwfq
3374686,1004700,2100,106,2023-05-03 16:34:37.000 UTC,788111,896f863bf7b3a04f85db322f4cd7f139369aac1738d44ca1f421de580d7db327,bc1pzkxg7lyy7vtrxp2fa0vkgzstayzz239n4408dc9qchjmmmdy224s6lzwfq
3374687,1006800,2100,107,2023-05-03 16:34:37.000 UTC,788111,dd29762c61546e79f8ec24447b2362f0ebc1362f6fe23f5250dab81e5301152a,bc1pzkxg7lyy7vtrxp2fa0vkgzstayzz239n4408dc9qchjmmmdy224s6lzwfq
3374688,1008900,2100,108,2023-05-03 16:34:37.000 UTC,788111,5d54943ad1cee70b035d90846b3f9d5b877d0d913519632e2e14b06607e9c02a,bc1pzkxg7lyy7vtrxp2fa0vkgzstayzz239n4408dc9qchjmmmdy224s6lzwfq
3374689,1011000,2100,109,2023-05-03 16:34:37.000 UTC,788111,9e98f34d70f72e262582ba6fa0cf33099cb6a697fc8c92a2c502a3f91ff8682d,bc1pzkxg7lyy7vtrxp2fa0vkgzstayzz239n4408dc9qchjmmmdy224s6lzwfq
